id,Line,Rating,Sail_month,Sail_year,Best_rating,Worse_rating,Ship,Count
8235,P&O,5,13-05,2013, Cabin, Rates,Oceana,1
8236,P&O,5,13-05,2013, Dining,Enrichment Activities,Oceana,1
8237,P&O,3,13-05,2013,Embarkation,Entertainment,Aurora,1
8238,P&O,5,13-05,2013,Embarkation,Entertainment,Ventura,1
8239,P&O,5,13-06,2013,Value for Money, Enrichment Activities,Arcadia,1
8240,P&O,3,13-05,2013,Service, Cabin,Ventura,1
8241,P&O,4,13-05,2013,Entertainment, Dining,Ventura,1
8242,P&O,3,13-05,2013, Cabin,Embarkation,Ventura,1
8243,P&O,3,13-05,2013, Embarkation,Dining,Ventura,1
8244,P&O,4,13-05,2013,Service, Cabin,Oriana,1
8245,P&O,4,13-05,2013, Rates, Public Rooms,Azura,1
8246,P&O,5,13-05,2013,Value for Money, Service,Ventura,1
8247,P&O,1,13-04,2013,Entertainment, Dining,Oriana,1
8248,P&O,5,13-06,2013, Shore Excursions,Entertainment,Azura,1
8249,P&O,4,13-05,2013, Cabin,Shore Excursions,Ventura,1
8250,P&O,5,13-05,2013, Dining,Enrichment Activities,Ventura,1
8251,P&O,4,13-04,2013, Rates,Dining,Adonia,1
8252,P&O,4,13-05,2013,Value for Money,Shore Excursions,Ventura,1
8253,P&O,5,13-07,2013, Service,Fitness & Recreation,Adonia,1
8254,P&O,5,13-06,2013, Embarkation,Entertainment,Ventura,1
8255,P&O,2,13-05,2013, Cabin,Service,Aurora,1
8256,P&O,2,13-05,2013,Embarkation, Rates,Oriana,1
8257,P&O,5,13-06,2013, Fitness & Recreation, Dining,Ventura,1
8258,P&O,4,13-06,2013,Embarkation,Rates,Ventura,1
8259,P&O,5,13-05,2013, Enrichment Activities, Fitness & Recreation,Ventura,1
8260,P&O,5,13-06,2013, Shore Excursions,Fitness & Recreation,Oceana,1
8262,P&O,5,13-06,2013, Entertainment, Cabin,Oceana,1
8263,P&O,3,13-06,2013,Embarkation,Shore Excursions,Oceana,1
8264,P&O,5,13-06,2013, Entertainment,Rates,Ventura,1
8265,P&O,4,13-06,2013,Service,Value for Money,Oriana,1
8266,P&O,3,13-06,2013,Embarkation,Service,Arcadia,1
8267,P&O,4,13-05,2013, Public Rooms, Shore Excursions,Ventura,1
8268,P&O,5,13-06,2013, Embarkation,Entertainment,Aurora,1
8269,P&O,4,13-06,2013, Cabin, Public Rooms,Arcadia,1
8270,P&O,4,13-06,2013,Embarkation, Shore Excursions,Arcadia,1
8271,P&O,4,13-07,2013,Embarkation,Enrichment Activities,Oceana,1
8272,P&O,5,13-06,2013, Cabin, Enrichment Activities,Azura,1
8273,P&O,2,13-01,2013, Embarkation,Value for Money,Ventura,1
8274,P&O,3,13-06,2013,Embarkation,Shore Excursions,Azura,1
8275,P&O,5,13-06,2013, Rates, Entertainment,Oriana,1
8276,P&O,5,13-03,2013, Service,Embarkation,Ventura,1
8277,P&O,3,13-06,2013, Embarkation, Dining,Azura,1
8278,P&O,5,13-07,2013, Cabin, Enrichment Activities,Azura,1
8279,P&O,5,13-04,2013, Public Rooms,Entertainment,Ventura,1
8280,P&O,5,13-07,2013, Embarkation, Enrichment Activities,Oriana,1
8281,P&O,5,13-07,2013, Service, Dining,Azura,1
8282,P&O,2,13-08,2013, Public Rooms, Shore Excursions,Oriana,1
8283,P&O,5,13-05,2013, Rates,Cabin,Azura,1
8284,P&O,5,13-07,2013, Cabin, Public Rooms,Aurora,1
8285,P&O,5,13-07,2013, Public Rooms,Shore Excursions,Aurora,1
8286,P&O,3,13-07,2013,Fitness & Recreation,Entertainment,Aurora,1
8287,P&O,4,13-06,2013,Public Rooms, Shore Excursions,Azura,1
8288,P&O,3,13-07,2013, Cabin, Dining,Ventura,1
8289,P&O,2,13-07,2013, Dining, Cabin,Aurora,1
8290,P&O,5,13-07,2013, Rates,Shore Excursions,Oceana,1
8292,P&O,3,13-04,2013,Cabin, Entertainment,Ventura,1
8293,P&O,4,13-07,2013, Fitness & Recreation,Family & Children,Oceana,1
8294,P&O,3,13-06,2013,Embarkation, Dining,Arcadia,1
8295,P&O,3,13-06,2013, Family & Children,Shore Excursions,Azura,1
8296,P&O,5,13-07,2013, Embarkation,Entertainment,Oceana,1
8297,P&O,3,13-07,2013,Embarkation, Enrichment Activities,Azura,1
8298,P&O,5,13-07,2013, Dining,Fitness & Recreation,Azura,1
8299,P&O,4,13-07,2013, Cabin,Entertainment,Azura,1
8300,P&O,4,13-07,2013, Embarkation,Value for Money,Azura,1
8301,P&O,3,13-07,2013,Embarkation,Entertainment,Arcadia,1
8302,P&O,2,13-08,2013, Public Rooms, Enrichment Activities,Azura,1
8303,P&O,3,13-07,2013,Embarkation,Enrichment Activities,Ventura,1
8304,P&O,5,13-07,2013, Dining, Fitness & Recreation,Oceana,1
8305,P&O,5,13-08,2013, Cabin,Fitness & Recreation,Aurora,1
8306,P&O,3,13-07,2013,Embarkation,Value for Money,Ventura,1
8307,P&O,4,13-08,2013, Service,Entertainment,Ventura,1
8308,P&O,5,13-07,2013,Value for Money, Shore Excursions,Arcadia,1
8309,P&O,2,13-08,2013, Cabin,Entertainment,Oceana,1
8310,P&O,5,6-Oct,2010, Service, Fitness & Recreation,Ventura,1
8311,P&O,5,13-08,2013, Cabin,Shore Excursions,Azura,1
8312,P&O,5,13-08,2013, Enrichment Activities, Shore Excursions,Oriana,1
8313,P&O,4,13-08,2013,Value for Money,Service,Ventura,1
8315,P&O,2,13-08,2013,Service, Dining,Aurora,1
8316,P&O,4,13-08,2013, Embarkation,Dining,Arcadia,1
8318,P&O,3,13-08,2013,Service,Family & Children,Ventura,1
8319,P&O,4,13-08,2013, Cabin,Enrichment Activities,Ventura,1
8320,P&O,4,13-08,2013, Family & Children, Shore Excursions,Azura,1
8321,P&O,3,13-09,2013,Service, Fitness & Recreation,Aurora,1
8322,P&O,5,13-09,2013, Fitness & Recreation,Shore Excursions,Ventura,1
8323,P&O,1,13-01,2013,Service,Value for Money,Arcadia,1
8324,P&O,5,13-07,2013, Enrichment Activities,Shore Excursions,Oceana,1
8325,P&O,5,13-10,2013, Dining,Cabin,Oceana,1
8326,P&O,4,13-07,2013, Fitness & Recreation,Value for Money,Arcadia,1
8327,P&O,3,13-09,2013,Service,Value for Money,Ventura,1
8328,P&O,5,13-09,2013, Entertainment,Enrichment Activities,Oriana,1
8329,P&O,2,13-09,2013,Embarkation,Value for Money,Azura,1
8330,P&O,3,13-09,2013, Service,Dining,Ventura,1
8331,P&O,5,13-09,2013, Dining,Public Rooms,Ventura,1
8332,P&O,5,13-07,2013,Value for Money,Shore Excursions,Oriana,1
8333,P&O,3,13-09,2013,Embarkation,Value for Money,Azura,1
8334,P&O,2,13-10,2013,Embarkation,Shore Excursions,Azura,1
8335,P&O,5,13-09,2013, Dining,Enrichment Activities,Arcadia,1
8336,P&O,2,13-08,2013, Public Rooms,Embarkation,Aurora,1
8337,P&O,5,13-09,2013, Dining,Shore Excursions,Ventura,1
8338,P&O,4,13-10,2013,Service, Shore Excursions,Oriana,1
8339,P&O,4,13-10,2013,Dining, Shore Excursions,Azura,1
8340,P&O,5,13-10,2013,Service,Entertainment,Azura,1
8341,P&O,5,13-10,2013, Public Rooms,Entertainment,Azura,1
8342,P&O,5,13-10,2013, Cabin,Shore Excursions,Oceana,1
8343,P&O,3,13-11,2013,Service, Dining,Arcadia,1
8344,P&O,5,13-10,2013, Entertainment,Service,Oceana,1
8345,P&O,3,13-10,2013, Embarkation, Shore Excursions,Azura,1
8346,P&O,5,13-10,2013, Cabin,Enrichment Activities,Ventura,1
8347,P&O,5,13-10,2013, Entertainment, Embarkation,Ventura,1
8348,P&O,3,13-10,2013,Embarkation,Value for Money,Aurora,1
8350,P&O,2,13-10,2013,Embarkation, Dining,Oceana,1
8351,P&O,3,13-10,2013,Embarkation, Shore Excursions,Oriana,1
8352,P&O,3,13-11,2013,Value for Money,Dining,Azura,1
8353,P&O,5,13-11,2013, Cabin,Enrichment Activities,Oceana,1
8354,P&O,3,13-10,2013,Service,Shore Excursions,Ventura,1
8355,P&O,5,13-10,2013, Dining,Enrichment Activities,Aurora,1
8356,P&O,2,13-11,2013, Cabin, Dining,Ventura,1
8357,P&O,2,13-10,2013, Entertainment,Shore Excursions,Oriana,1
8358,P&O,1,13-11,2013,Embarkation,Value for Money,Oriana,1
8359,P&O,5,13-11,2013, Entertainment, Cabin,Azura,1
8360,P&O,5,13-11,2013,Service,Entertainment,Azura,1
8361,P&O,2,13-10,2013,Entertainment, Dining,Ventura,1
8362,P&O,4,13-11,2013,Service,Value for Money,Ventura,1
8363,P&O,4,13-11,2013,Value for Money, Dining,Aurora,1
8364,P&O,5,14-01,2014, Enrichment Activities, Dining,Oriana,1
8365,P&O,5,13-11,2013, Cabin, Service,Azura,1
8366,P&O,5,13-11,2013,Value for Money, Embarkation,Arcadia,1
8367,P&O,5,13-11,2013, Embarkation, Entertainment,Oceana,1
8368,P&O,5,13-11,2013, Fitness & Recreation, Shore Excursions,Ventura,1
8369,P&O,5,13-08,2013, Public Rooms, Fitness & Recreation,Arcadia,1
8370,P&O,3,13-11,2013,Embarkation,Service,Aurora,1
8371,P&O,1,13-11,2013,Embarkation,Value for Money,Ventura,1
8372,P&O,5,13-12,2013, Dining, Public Rooms,Aurora,1
8373,P&O,1,13-11,2013, Fitness & Recreation,Value for Money,Ventura,1
8374,P&O,4,13-12,2013, Dining,Entertainment,Oceana,1
8375,P&O,4,13-11,2013, Embarkation,Entertainment,Azura,1
8376,P&O,4,13-11,2013,Value for Money,Service,Azura,1
8377,P&O,5,13-12,2013,Value for Money,Entertainment,Azura,1
8378,P&O,1,13-11,2013, Shore Excursions,Value for Money,Ventura,1
8379,P&O,5,13-12,2013, Fitness & Recreation,Shore Excursions,Ventura,1
8380,P&O,5,13-12,2013, Dining, Shore Excursions,Azura,1
8381,P&O,3,13-12,2013, Embarkation,Cabin,Ventura,1
8382,P&O,5,13-12,2013,Value for Money,Shore Excursions,Ventura,1
8383,P&O,5,13-11,2013, Public Rooms,Shore Excursions,Aurora,1
8384,P&O,3,13-12,2013,Embarkation,Dining,Arcadia,1
8385,P&O,3,13-12,2013,Embarkation,Value for Money,Oceana,1
8386,P&O,3,13-12,2013, Public Rooms,Entertainment,Oceana,1
8387,P&O,3,13-12,2013,Service,Entertainment,Azura,1
8388,P&O,3,13-12,2013,Service, Entertainment,Oceana,1
8389,P&O,5,13-12,2013, Enrichment Activities, Cabin,Azura,1
8390,P&O,3,13-12,2013,Embarkation, Dining,Azura,1
8392,P&O,5,13-11,2013,Value for Money,Shore Excursions,Ventura,1
8393,P&O,3,13-12,2013, Public Rooms,Service,Oceana,1
8394,P&O,3,13-12,2013,Service,Value for Money,Oceana,1
8395,P&O,5,13-11,2013, Shore Excursions,Entertainment,Azura,1
8396,P&O,5,13-12,2013, Dining,Entertainment,Azura,1
8397,P&O,4,13-12,2013,Value for Money,Dining,Aurora,1
8398,P&O,5,13-12,2013,Value for Money, Fitness & Recreation,Aurora,1
8399,P&O,2,14-01,2014, Dining, Enrichment Activities,Aurora,1
8400,P&O,1,13-12,2013,Embarkation,Value for Money,Oceana,1
8401,P&O,1,13-12,2013,Embarkation,Value for Money,Ventura,1
8402,P&O,5,13-12,2013, Service,Dining,Ventura,1
8403,P&O,2,13-12,2013,Embarkation,Entertainment,Oceana,1
8404,P&O,2,13-12,2013, Cabin,Value for Money,Ventura,1
8405,P&O,5,13-12,2013, Entertainment,Shore Excursions,Ventura,1
8406,P&O,5,13-12,2013, Embarkation, Cabin,Ventura,1
8407,P&O,5,13-12,2013, Cabin, Dining,Azura,1
8408,P&O,5,13-12,2013, Cabin,Shore Excursions,Ventura,1
8409,P&O,4,13-09,2013,Dining,Enrichment Activities,Azura,1
8410,P&O,2,13-12,2013,Embarkation, Dining,Arcadia,1
8411,P&O,2,13-12,2013,Fitness & Recreation,Value for Money,Ventura,1
8412,P&O,2,13-06,2013, Public Rooms,Value for Money,Azura,1
8413,P&O,4,13-11,2013,Embarkation,Enrichment Activities,Oceana,1
8414,P&O,5,14-01,2014, Cabin, Enrichment Activities,Ventura,1
8415,P&O,3,13-12,2013,Service, Shore Excursions,Azura,1
8416,P&O,5,13-12,2013, Shore Excursions,Enrichment Activities,Azura,1
8417,P&O,5,14-01,2014, Embarkation, Cabin,Oceana,1
8418,P&O,4,14-01,2014, Embarkation,Entertainment,Ventura,1
8419,P&O,5,14-01,2014, Entertainment,Enrichment Activities,Oriana,1
8420,P&O,2,14-01,2014,Service,Enrichment Activities,Ventura,1
8421,P&O,1,14-01,2014,Entertainment,Value for Money,Ventura,1
8422,P&O,4,14-01,2014, Enrichment Activities,Embarkation,Ventura,1
8423,P&O,3,14-01,2014,Public Rooms, Dining,Arcadia,1
8424,P&O,4,13-12,2013,Embarkation,Value for Money,Azura,1
8425,P&O,4,14-01,2014, Entertainment,Cabin,Azura,1
8426,P&O,5,14-01,2014, Enrichment Activities, Shore Excursions,Azura,1
8428,P&O,1,14-01,2014,Embarkation,Value for Money,Aurora,1
8430,P&O,5,14-01,2014,Value for Money,Shore Excursions,Ventura,1
8431,P&O,3,14-01,2014,Embarkation,Dining,Azura,1
8432,P&O,3,14-01,2014, Cabin, Dining,Adonia,1
8433,P&O,3,14-01,2014,Public Rooms,Service,Ventura,1
8434,P&O,4,14-01,2014, Dining,Fitness & Recreation,Azura,1
8435,P&O,5,14-01,2014, Cabin,Enrichment Activities,Oriana,1
8436,P&O,2,13-10,2013, Embarkation,Service,Ventura,1
8437,P&O,5,13-12,2013, Dining,Entertainment,Oceana,1
8439,P&O,2,14-01,2014,Embarkation,Service,Ventura,1
8440,P&O,2,13-12,2013,Embarkation, Enrichment Activities,Arcadia,1
8441,P&O,2,14-01,2014,Entertainment,Dining,Azura,1
8442,P&O,1,14-01,2014,Service,Value for Money,Oceana,1
8443,P&O,3,14-01,2014, Fitness & Recreation, Shore Excursions,Azura,1
8444,P&O,5,13-06,2013, Cabin,Shore Excursions,Arcadia,1
8445,P&O,5,14-01,2014, Fitness & Recreation, Dining,Ventura,1
8446,P&O,4,14-01,2014, Cabin,Enrichment Activities,Ventura,1
8447,P&O,5,14-02,2014, Entertainment, Shore Excursions,Ventura,1
8448,P&O,4,14-01,2014,Embarkation,Enrichment Activities,Azura,1
8450,P&O,5,14-01,2014, Entertainment,Embarkation,Arcadia,1
8451,P&O,3,14-01,2014, Entertainment,Embarkation,Arcadia,1
8452,P&O,5,14-02,2014, Dining,Entertainment,Arcadia,1
8454,P&O,5,14-02,2014, Entertainment,Shore Excursions,Azura,1
8455,P&O,5,14-01,2014, Service, Enrichment Activities,Oriana,1
8456,P&O,4,14-02,2014,Dining,Entertainment,Azura,1
8457,P&O,1,14-01,2014,Dining, Fitness & Recreation,Oceana,1
8458,P&O,5,14-01,2014, Service,Embarkation,Azura,1
8459,P&O,3,14-02,2014, Fitness & Recreation,Shore Excursions,Ventura,1
8460,P&O,3,2-Dec,2012, Cabin,Dining,Arcadia,1
8461,P&O,2,14-02,2014,Enrichment Activities,Embarkation,Adonia,1
8462,P&O,3,14-02,2014,Service,Shore Excursions,Azura,1
8463,P&O,5,14-02,2014, Shore Excursions, Enrichment Activities,Oceana,1
8464,P&O,4,14-03,2014, Enrichment Activities,Shore Excursions,Oriana,1
8465,P&O,5,14-03,2014,Service,Shore Excursions,Ventura,1
8466,P&O,3,14-02,2014,Embarkation,Shore Excursions,Aurora,1
8467,P&O,1,14-02,2014,Embarkation,Value for Money,Aurora,1
8468,P&O,5,14-02,2014,Value for Money,Enrichment Activities,Azura,1
8469,P&O,2,14-01,2014,Enrichment Activities, Entertainment,Arcadia,1
8470,P&O,5,14-02,2014, Cabin, Entertainment,Azura,1
8471,P&O,5,14-02,2014, Embarkation, Dining,Azura,1
8472,P&O,4,14-02,2014, Service,Dining,Oceana,1
8473,P&O,3,14-01,2014,Public Rooms, Shore Excursions,Azura,1
8474,P&O,2,14-03,2014, Fitness & Recreation,Value for Money,Oceana,1
8475,P&O,3,14-02,2014,Embarkation, Entertainment,Adonia,1
8476,P&O,5,14-02,2014,Value for Money,Shore Excursions,Azura,1
8477,P&O,4,14-03,2014, Embarkation,Shore Excursions,Ventura,1
8478,P&O,5,14-02,2014, Service, Entertainment,Ventura,1
8480,P&O,5,14-03,2014, Public Rooms, Shore Excursions,Azura,1
8481,P&O,2,14-04,2014,Cabin,Embarkation,Azura,1
8482,P&O,3,14-04,2014,Embarkation,Dining,Ventura,1
8483,P&O,3,14-03,2014,Entertainment,Cabin,Oceana,1
8484,P&O,4,14-01,2014, Public Rooms,Entertainment,Aurora,1
8485,P&O,5,14-03,2014,Value for Money, Cabin,Oriana,1
8486,P&O,4,14-04,2014, Fitness & Recreation, Cabin,Adonia,1
8487,P&O,4,14-02,2014, Embarkation, Shore Excursions,Arcadia,1
8488,P&O,5,14-02,2014, Cabin,Dining,Arcadia,1
8489,P&O,4,14-02,2014, Public Rooms, Enrichment Activities,Arcadia,1
8490,P&O,4,14-02,2014, Cabin,Value for Money,Arcadia,1
8491,P&O,4,14-01,2014, Embarkation,Value for Money,Aurora,1
8492,P&O,4,14-03,2014, Cabin,Entertainment,Oceana,1
8493,P&O,5,14-04,2014, Entertainment,Public Rooms,Arcadia,1
8494,P&O,5,14-04,2014, Entertainment,Shore Excursions,Oceana,1
8495,P&O,1,14-01,2014,Fitness & Recreation,Value for Money,Ventura,1
8496,P&O,2,14-04,2014,Public Rooms, Enrichment Activities,Ventura,1
8497,P&O,1,14-04,2014, Cabin, Enrichment Activities,Aurora,1
8498,P&O,5,14-03,2014,Service, Enrichment Activities,Oriana,1
8499,P&O,3,14-04,2014, Fitness & Recreation,Service,Oceana,1
8500,P&O,3,14-04,2014, Public Rooms,Value for Money,Azura,1
8501,P&O,4,14-04,2014, Dining,Embarkation,Azura,1
8502,P&O,5,14-04,2014, Fitness & Recreation,Shore Excursions,Ventura,1
8503,P&O,2,14-04,2014,Cabin,Entertainment,Ventura,1
8504,P&O,5,14-04,2014,Service,Value for Money,Ventura,1
8505,P&O,4,14-02,2014, Enrichment Activities,Dining,Ventura,1
8506,P&O,4,14-04,2014,Service,Entertainment,Oceana,1
8507,P&O,2,14-04,2014,Embarkation, Cabin,Oriana,1
8508,P&O,4,14-04,2014, Dining, Enrichment Activities,Oceana,1
8509,P&O,1,14-02,2014, Cabin, Dining,Aurora,1
8510,P&O,3,14-05,2014,Entertainment,Fitness & Recreation,Oriana,1
8511,P&O,4,14-04,2014, Cabin,Dining,Aurora,1
8512,P&O,2,14-04,2014,Entertainment, Dining,Arcadia,1
8514,P&O,4,14-04,2014, Cabin,Shore Excursions,Ventura,1
8515,P&O,4,14-02,2014, Public Rooms,Fitness & Recreation,Arcadia,1
8516,P&O,3,14-03,2014,Embarkation,Dining,Aurora,1
8517,P&O,3,14-04,2014, Embarkation,Shore Excursions,Oceana,1
8518,P&O,4,14-03,2014,Service, Cabin,Azura,1
8519,P&O,4,14-05,2014, Public Rooms,Cabin,Azura,1
8520,P&O,4,14-04,2014, Entertainment, Service,Ventura,1
8521,P&O,2,14-03,2014,Service,Enrichment Activities,Arcadia,1
8522,P&O,3,14-04,2014, Public Rooms,Entertainment,Arcadia,1
8523,P&O,3,14-04,2014, Public Rooms, Shore Excursions,Aurora,1
8524,P&O,4,14-02,2014, Cabin,Dining,Arcadia,1
8525,P&O,5,13-01,2013, Embarkation, Cabin,Aurora,1
8526,P&O,5,14-04,2014,Value for Money,Embarkation,Ventura,1
8527,P&O,3,14-04,2014, Embarkation,Value for Money,Ventura,1
8528,P&O,5,14-04,2014,Value for Money, Shore Excursions,Arcadia,1
8529,P&O,3,14-02,2014, Cabin,Dining,Arcadia,1
8530,P&O,4,14-04,2014,Value for Money,Public Rooms,Aurora,1
8531,P&O,4,14-05,2014, Public Rooms,Embarkation,Azura,1
8532,P&O,3,14-05,2014, Cabin,Embarkation,Azura,1
8533,P&O,4,14-05,2014, Embarkation,Shore Excursions,Oceana,1
8534,P&O,1,14-05,2014, Cabin, Service,Azura,1
8535,P&O,5,14-05,2014, Public Rooms, Cabin,Azura,1
8536,P&O,4,14-04,2014, Public Rooms,Value for Money,Ventura,1
8537,P&O,5,14-05,2014, Public Rooms,Shore Excursions,Azura,1
8538,P&O,5,14-05,2014,Value for Money,Entertainment,Ventura,1
8539,P&O,3,14-05,2014,Embarkation, Shore Excursions,Ventura,1
8540,P&O,5,14-05,2014, Shore Excursions,Enrichment Activities,Oceana,1
8541,P&O,5,14-05,2014, Cabin,Embarkation,Ventura,1
8542,P&O,1,14-05,2014,Embarkation, Fitness & Recreation,Aurora,1
8543,P&O,3,14-05,2014,Embarkation, Shore Excursions,Azura,1
8544,P&O,3,14-05,2014, Public Rooms,Dining,Azura,1
8545,P&O,2,13-04,2013,Cabin,Value for Money,Oriana,1
8546,P&O,2,14-06,2014,Embarkation,Service,Oceana,1
8547,P&O,5,13-09,2013, Embarkation,Cabin,Oriana,1
8548,P&O,3,14-06,2014,Service,Dining,Oriana,1
8549,P&O,4,14-05,2014, Shore Excursions,Entertainment,Azura,1
8551,P&O,1,14-05,2014, Embarkation,Value for Money,Azura,1
8552,P&O,5,14-05,2014,Value for Money, Shore Excursions,Ventura,1
8553,P&O,3,14-05,2014, Fitness & Recreation, Enrichment Activities,Azura,1
8554,P&O,5,14-05,2014, Entertainment, Entertainment,Azura,1
8555,P&O,1,14-06,2014,Embarkation, Fitness & Recreation,Aurora,1
8556,P&O,5,14-07,2014, Cabin,Enrichment Activities,Adonia,1
8557,P&O,3,14-04,2014, Embarkation, Enrichment Activities,Arcadia,1
8558,P&O,5,14-06,2014, Fitness & Recreation, Embarkation,Azura,1
8559,P&O,1,14-05,2014,Embarkation, Service,Ventura,1
8561,P&O,4,14-06,2014, Enrichment Activities,Value for Money,Azura,1
8562,P&O,2,14-05,2014,Public Rooms,Value for Money,Ventura,1
8563,P&O,5,14-05,2014, Fitness & Recreation, Dining,Arcadia,1
8564,P&O,2,14-05,2014,Embarkation,Enrichment Activities,Ventura,1
8565,P&O,2,14-05,2014,Embarkation,Fitness & Recreation,Azura,1
8566,P&O,1,14-06,2014,Embarkation, Public Rooms,Azura,1
8567,P&O,4,14-05,2014,Embarkation, Family & Children,Aurora,1
8568,P&O,4,14-06,2014, Service,Shore Excursions,Oriana,1
8569,P&O,5,14-06,2014, Embarkation,Dining,Azura,1
8570,P&O,5,14-06,2014, Dining, Shore Excursions,Azura,1
8571,P&O,4,14-06,2014,Embarkation,Value for Money,Arcadia,1
8572,P&O,3,14-06,2014,Entertainment, Service,Ventura,1
8573,P&O,5,14-06,2014, Embarkation, Service,Ventura,1
8574,P&O,4,14-06,2014, Shore Excursions, Enrichment Activities,Azura,1
8575,P&O,1,14-06,2014, Embarkation,Value for Money,Ventura,1
8576,P&O,5,14-05,2014,Value for Money, Fitness & Recreation,Ventura,1
8577,P&O,5,13-08,2013, Public Rooms, Family & Children,Aurora,1
8579,P&O,5,14-06,2014, Dining, Service,Ventura,1
8580,P&O,5,14-06,2014, Public Rooms, Fitness & Recreation,Oceana,1
8581,P&O,5,14-06,2014, Public Rooms,Entertainment,Ventura,1
8582,P&O,2,14-06,2014, Entertainment,Shore Excursions,Ventura,1
8583,P&O,4,14-06,2014, Embarkation, Cabin,Ventura,1
8584,P&O,3,14-06,2014,Entertainment,Dining,Ventura,1
8585,P&O,5,14-06,2014, Dining,Enrichment Activities,Oriana,1
8586,P&O,3,14-06,2014,Service, Enrichment Activities,Arcadia,1
8587,P&O,1,14-06,2014,Embarkation, Shore Excursions,Arcadia,1
8588,P&O,5,14-06,2014, Dining,Shore Excursions,Azura,1
8589,P&O,5,14-06,2014,Value for Money,Shore Excursions,Oriana,1
8590,P&O,5,14-06,2014,Value for Money, Public Rooms,Ventura,1
8591,P&O,3,14-06,2014, Embarkation,Entertainment,Azura,1
8592,P&O,4,14-06,2014,Embarkation,Dining,Arcadia,1
8593,P&O,5,14-06,2014, Public Rooms, Public Rooms,Oceana,1
8594,P&O,5,14-07,2014, Fitness & Recreation, Fitness & Recreation,Ventura,1
8595,P&O,5,14-06,2014, Shore Excursions,Dining,Arcadia,1
8596,P&O,5,14-07,2014, Entertainment,Value for Money,Oceana,1
8597,P&O,5,14-06,2014, Shore Excursions,Family & Children,Ventura,1
8598,P&O,5,8-Dec,2012, Shore Excursions,Dining,Aurora,1
8599,P&O,5,14-07,2014, Enrichment Activities, Shore Excursions,Aurora,1
8600,P&O,5,14-06,2014, Dining,Entertainment,Arcadia,1
8601,P&O,5,14-07,2014,Embarkation, Fitness & Recreation,Oceana,1
8602,P&O,5,14-06,2014, Cabin, Dining,Azura,1
8603,P&O,5,14-08,2014, Service,Embarkation,Oceana,1
8604,P&O,5,14-06,2014, Dining,Entertainment,Arcadia,1
8605,P&O,4,14-07,2014,Embarkation, Shore Excursions,Ventura,1
8606,P&O,3,14-05,2014,Dining,Embarkation,Ventura,1
8607,P&O,5,14-06,2014,Value for Money, Cabin,Oriana,1
8608,P&O,4,14-07,2014, Cabin,Dining,Azura,1
8609,P&O,5,14-07,2014, Fitness & Recreation, Enrichment Activities,Ventura,1
8610,P&O,5,14-07,2014, Service,Embarkation,Ventura,1
8611,P&O,5,14-07,2014, Cabin,Entertainment,Aurora,1
8612,P&O,4,14-06,2014,Embarkation,Service,Ventura,1
8613,P&O,5,14-06,2014, Fitness & Recreation, Fitness & Recreation,Oriana,1
8614,P&O,5,14-07,2014, Cabin,Entertainment,Ventura,1
8615,P&O,5,14-07,2014, Entertainment, Cabin,Oriana,1
8616,P&O,3,14-07,2014,Cabin,Shore Excursions,Azura,1
8617,P&O,1,14-07,2014,Embarkation, Dining,Azura,1
8618,P&O,5,14-06,2014, Shore Excursions, Shore Excursions,Azura,1
8619,P&O,2,14-07,2014,Service,Value for Money,Arcadia,1
8620,P&O,4,14-07,2014, Public Rooms,Value for Money,Oriana,1
8621,P&O,5,14-07,2014, Embarkation,Value for Money,Arcadia,1
8622,P&O,4,14-07,2014,Value for Money,Service,Azura,1
8623,P&O,5,14-07,2014,Value for Money,Enrichment Activities,Oriana,1
8624,P&O,1,14-08,2014,Embarkation, Dining,Oriana,1
8625,P&O,5,14-07,2014, Enrichment Activities,Value for Money,Ventura,1
8626,P&O,5,14-07,2014, Shore Excursions,Value for Money,Ventura,1
8627,P&O,5,14-07,2014, Fitness & Recreation, Entertainment,Azura,1
8628,P&O,5,14-08,2014, Cabin,Shore Excursions,Adonia,1
8629,P&O,5,14-07,2014, Embarkation,Shore Excursions,Ventura,1
8630,P&O,5,14-07,2014, Service, Embarkation,Aurora,1
8631,P&O,4,14-07,2014, Public Rooms,Entertainment,Azura,1
8632,P&O,5,14-08,2014, Embarkation, Fitness & Recreation,Ventura,1
8633,P&O,2,14-07,2014,Embarkation,Value for Money,Ventura,1
8634,P&O,4,14-07,2014,Entertainment,Shore Excursions,Ventura,1
8635,P&O,5,14-07,2014, Public Rooms, Enrichment Activities,Ventura,1
8636,P&O,5,14-08,2014,Service, Family & Children,Ventura,1
8637,P&O,5,14-08,2014, Service,Enrichment Activities,Arcadia,1
8638,P&O,5,14-08,2014, Dining, Embarkation,Ventura,1
8639,P&O,5,14-08,2014, Embarkation, Public Rooms,Azura,1
8640,P&O,3,14-08,2014, Fitness & Recreation,Dining,Azura,1
8641,P&O,3,14-08,2014,Embarkation,Entertainment,Azura,1
8643,P&O,4,14-07,2014,Embarkation, Dining,Oriana,1
8644,P&O,5,14-08,2014,Value for Money, Public Rooms,Arcadia,1
8645,P&O,5,14-07,2014, Service,Value for Money,Ventura,1
8647,P&O,2,14-05,2014,Public Rooms,Value for Money,Azura,1
8648,P&O,5,14-08,2014, Embarkation, Enrichment Activities,Arcadia,1
